algorithm,instance,dimension,iterations,seed,init,chains,threads,parallel,best_length,final_length,elapsed_ms,accepted_moves,improved_moves,t0,tf,alpha,gamma,epsilon,policy,tuning_stage,fallback
sa-omp,eil101,101,2000000,1,nn,32,8,omp,641,641,374.094,18313449,8813236,3000,0.0001,,,,,sa-grid,0
sa-omp,eil101,101,2000000,2,nn,32,8,omp,641,641,363.203,18315808,8814215,3000,0.0001,,,,,sa-grid,0
sa-omp,eil101,101,2000000,3,nn,32,8,omp,632,632,365.106,18317841,8814768,3000,0.0001,,,,,sa-grid,0
sa-omp,eil101,101,2000000,1,nn,32,8,omp,636,636,374.218,16164939,7776094,3000,1e-05,,,,,sa-grid,0
sa-omp,eil101,101,2000000,2,nn,32,8,omp,632,632,376.499,16162145,7774941,3000,1e-05,,,,,sa-grid,0
sa-omp,eil101,101,2000000,3,nn,32,8,omp,635,635,369.639,16162042,7773427,3000,1e-05,,,,,sa-grid,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,541,541,414.638,9098319,4289361,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,541,541,352.508,9089052,4288168,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,544,380.158,9086531,4289946,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,541,541,651.208,9148163,4277595,1000,0.001,0.05,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,543,545,622.652,9160357,4277390,1000,0.001,0.05,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,540,540,639.120,9180184,4279911,1000,0.001,0.05,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,544,547,454.647,9103455,4288243,1000,0.001,0.05,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,539,541,340.358,9101790,4288686,1000,0.001,0.05,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,544,334.692,9112853,4288654,1000,0.001,0.05,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,541,541,644.042,9148163,4277595,1000,0.001,0.05,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,543,545,616.762,9160357,4277390,1000,0.001,0.05,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,540,540,634.504,9180184,4279911,1000,0.001,0.05,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,544,544,373.571,9126155,4283440,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,538,538,332.413,9132306,4284482,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,538,544,331.769,9127596,4284711,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,541,541,702.183,9148163,4277595,1000,0.001,0.05,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,543,545,662.399,9160357,4277390,1000,0.001,0.05,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,540,540,692.429,9180184,4279911,1000,0.001,0.05,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,544,548,480.373,9098809,4287255,1000,0.001,0.05,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,546,546,345.908,9091853,4288364,1000,0.001,0.05,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,543,543,410.467,9094683,4290932,1000,0.001,0.05,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,541,547,720.154,9150946,4282848,1000,0.001,0.05,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,540,540,656.194,9144467,4282026,1000,0.001,0.05,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,544,638.311,9149741,4281763,1000,0.001,0.05,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,546,546,362.931,9113189,4288231,1000,0.001,0.05,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,547,547,344.899,9101439,4288993,1000,0.001,0.05,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,540,540,351.171,9102398,4288126,1000,0.001,0.05,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,541,547,661.930,9150946,4282848,1000,0.001,0.05,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,540,540,631.533,9144467,4282026,1000,0.001,0.05,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,544,638.807,9149741,4281763,1000,0.001,0.05,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,547,548,440.953,9124238,4280892,1000,0.001,0.05,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,545,548,439.168,9130581,4284135,1000,0.001,0.05,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,547,547,408.621,9130825,4284392,1000,0.001,0.05,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,541,547,695.508,9150946,4282848,1000,0.001,0.05,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,540,540,662.462,9144467,4282026,1000,0.001,0.05,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,544,656.402,9149741,4281763,1000,0.001,0.05,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,543,545,411.853,9094906,4293983,1000,0.001,0.05,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,546,558,410.339,9091639,4289317,1000,0.001,0.05,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,546,546,365.110,9086518,4289774,1000,0.001,0.05,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,545,692.385,9118685,4285836,1000,0.001,0.05,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,548,548,657.302,9120825,4287032,1000,0.001,0.05,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,548,548,677.358,9129596,4288884,1000,0.001,0.05,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,549,429.462,9106386,4286196,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,540,540,416.324,9104382,4285380,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,545,545,370.953,9108931,4288336,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,545,658.570,9118685,4285836,1000,0.001,0.05,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,548,548,638.503,9120825,4287032,1000,0.001,0.05,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,548,548,625.347,9129596,4288884,1000,0.001,0.05,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,544,547,433.637,9129105,4281614,1000,0.001,0.05,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,542,542,353.923,9135090,4283889,1000,0.001,0.05,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,543,543,342.425,9142767,4283873,1000,0.001,0.05,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,545,668.658,9118685,4285836,1000,0.001,0.05,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,548,548,651.146,9120825,4287032,1000,0.001,0.05,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,548,548,661.492,9129596,4288884,1000,0.001,0.05,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,547,547,389.860,9089565,4287874,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,539,539,331.686,9101890,4288838,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,544,332.298,9107759,4289516,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,545,673.524,9126459,4256146,1000,0.001,0.1,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,538,538,654.041,9089271,4266576,1000,0.001,0.1,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,546,546,651.406,9109719,4260098,1000,0.001,0.1,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,542,542,421.904,9109769,4285973,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,543,543,365.081,9121719,4286634,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,547,547,328.726,9113864,4286354,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,545,717.059,9126459,4256146,1000,0.001,0.1,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,538,538,636.973,9089271,4266576,1000,0.001,0.1,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,546,546,649.461,9109719,4260098,1000,0.001,0.1,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,544,544,427.607,9144204,4281235,1000,0.001,0.1,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,546,546,346.049,9152846,4284203,1000,0.001,0.1,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,543,543,348.103,9136859,4281006,1000,0.001,0.1,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,545,635.263,9126459,4256146,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,538,538,660.250,9089271,4266576,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,546,546,648.409,9109719,4260098,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,545,424.746,9097822,4287770,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,538,539,445.663,9096143,4288119,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,545,545,405.080,9101784,4288909,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,539,539,710.106,9142602,4284102,1000,0.001,0.1,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,540,540,684.598,9129058,4286250,1000,0.001,0.1,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,541,541,643.137,9122702,4285048,1000,0.001,0.1,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,547,547,413.535,9115606,4285705,1000,0.001,0.1,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,542,543,369.156,9110687,4285656,1000,0.001,0.1,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,543,543,330.826,9117107,4288059,1000,0.001,0.1,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,539,539,719.531,9142602,4284102,1000,0.001,0.1,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,540,540,676.840,9129058,4286250,1000,0.001,0.1,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,541,541,635.387,9122702,4285048,1000,0.001,0.1,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,545,467.052,9139644,4281185,1000,0.001,0.1,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,540,540,371.334,9137092,4282728,1000,0.001,0.1,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,546,547,337.027,9147697,4283324,1000,0.001,0.1,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,539,539,695.361,9142602,4284102,1000,0.001,0.1,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,540,540,648.160,9129058,4286250,1000,0.001,0.1,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,541,541,641.509,9122702,4285048,1000,0.001,0.1,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,544,544,435.674,9099095,4287790,1000,0.001,0.1,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,460.098,9101930,4288569,1000,0.001,0.1,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,543,545,343.791,9087877,4288399,1000,0.001,0.1,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,547,547,748.482,9104041,4289432,1000,0.001,0.1,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,697.173,9112992,4291398,1000,0.001,0.1,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,547,670.016,9103873,4294072,1000,0.001,0.1,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,549,549,464.511,9119594,4289323,1000,0.001,0.1,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,402.274,9109482,4285044,1000,0.001,0.1,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,541,542,354.659,9118212,4287654,1000,0.001,0.1,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,547,547,715.276,9104041,4289432,1000,0.001,0.1,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,635.983,9112992,4291398,1000,0.001,0.1,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,547,653.224,9103873,4294072,1000,0.001,0.1,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,540,540,436.803,9136978,4280828,1000,0.001,0.1,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,543,543,424.841,9146776,4281978,1000,0.001,0.1,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,541,541,363.681,9152833,4280051,1000,0.001,0.1,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,547,547,662.370,9104041,4289432,1000,0.001,0.1,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,657.288,9112992,4291398,1000,0.001,0.1,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,547,663.394,9103873,4294072,1000,0.001,0.1,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,542,542,455.326,9099836,4284400,1000,0.001,0.2,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,342.849,9098356,4285333,1000,0.001,0.2,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,549,549,325.070,9098104,4285588,1000,0.001,0.2,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,554,554,682.859,9270275,4267097,1000,0.001,0.2,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,552,552,637.709,9227472,4241816,1000,0.001,0.2,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,549,550,628.936,9303110,4255788,1000,0.001,0.2,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,543,543,438.884,9129840,4284517,1000,0.001,0.2,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,542,542,363.931,9119265,4281305,1000,0.001,0.2,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,544,378.048,9127186,4282327,1000,0.001,0.2,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,554,554,637.457,9270275,4267097,1000,0.001,0.2,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,552,552,652.330,9227472,4241816,1000,0.001,0.2,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,549,550,645.832,9303110,4255788,1000,0.001,0.2,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,542,542,411.759,9150292,4280562,1000,0.001,0.2,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,546,546,362.659,9150157,4278598,1000,0.001,0.2,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,540,540,334.442,9151334,4280030,1000,0.001,0.2,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,554,554,690.587,9270275,4267097,1000,0.001,0.2,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,552,552,631.551,9227472,4241816,1000,0.001,0.2,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,549,550,628.849,9303110,4255788,1000,0.001,0.2,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,541,541,421.411,9104737,4288383,1000,0.001,0.2,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,357.048,9111731,4288670,1000,0.001,0.2,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,542,542,380.791,9107216,4286718,1000,0.001,0.2,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,549,549,706.609,9169428,4261197,1000,0.001,0.2,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,551,551,669.950,9117101,4255600,1000,0.001,0.2,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,551,551,686.611,9185181,4260870,1000,0.001,0.2,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,544,544,445.065,9135529,4282735,1000,0.001,0.2,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,539,539,337.699,9124548,4282959,1000,0.001,0.2,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,544,544,324.113,9123887,4284604,1000,0.001,0.2,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,549,549,681.714,9169428,4261197,1000,0.001,0.2,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,551,551,677.890,9117101,4255600,1000,0.001,0.2,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,551,551,650.207,9185181,4260870,1000,0.001,0.2,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,544,544,396.688,9159378,4280353,1000,0.001,0.2,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,437.781,9161123,4282642,1000,0.001,0.2,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,543,543,345.993,9159527,4280994,1000,0.001,0.2,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,549,549,617.058,9169428,4261197,1000,0.001,0.2,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,551,551,631.857,9117101,4255600,1000,0.001,0.2,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,551,551,649.315,9185181,4260870,1000,0.001,0.2,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,545,546,461.609,9121789,4285023,1000,0.001,0.2,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,544,544,415.832,9116748,4288801,1000,0.001,0.2,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,546,546,396.786,9106992,4284966,1000,0.001,0.2,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,548,549,643.726,9079919,4290657,1000,0.001,0.2,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,546,546,639.757,9073317,4286237,1000,0.001,0.2,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,542,542,622.567,9088285,4288072,1000,0.001,0.2,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,547,547,461.293,9137491,4285230,1000,0.001,0.2,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,541,541,382.068,9127522,4283254,1000,0.001,0.2,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,548,548,370.827,9121222,4284566,1000,0.001,0.2,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,548,549,633.881,9079919,4290657,1000,0.001,0.2,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,546,546,649.127,9073317,4286237,1000,0.001,0.2,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,542,542,647.790,9088285,4288072,1000,0.001,0.2,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,543,543,429.479,9145419,4279651,1000,0.001,0.2,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,543,543,423.974,9156463,4278703,1000,0.001,0.2,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,541,541,339.371,9150066,4279026,1000,0.001,0.2,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,1,nn,32,8,omp,548,549,657.304,9079919,4290657,1000,0.001,0.2,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,2,nn,32,8,omp,546,546,660.846,9073317,4286237,1000,0.001,0.2,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil76,76,1000000,3,nn,32,8,omp,542,542,702.089,9088285,4288072,1000,0.001,0.2,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1234,1234,471.445,6857321,3306245,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
