instance,algorithm,parallel,chains,threads,iterations,t0,tf,alpha,gamma,epsilon,policy,tuning_stage,runs,bks,best_length_min,best_length_mean,gap_percent,elapsed_ms_mean,elapsed_ms_std,score,speedup_vs_previous_baseline,accepted_moves_mean,improved_moves_mean
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,629,635.333333,0.000000,368.345333,44.033078,0.368345,1.209472,9028013.333333,4273192.666667
eil101,qlsa-omp,omp,32,8,1000000,300,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,629,637.333333,0.000000,383.912000,26.308194,0.383912,1.160431,6895449.333333,3242221.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage1,3,629,629,635.333333,0.000000,405.137667,74.777568,0.405138,1.099634,9028013.333333,4273192.666667
eil101,qlsa-omp,omp,32,8,2000000,300,0.0001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,629,631.666667,0.000000,705.099000,89.167141,0.705099,0.631831,11698963.000000,5477116.000000
eil101,qlsa-omp,omp,32,8,2000000,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,629,633.666667,0.000000,711.587000,104.408538,0.711587,0.626070,18062283.000000,8537591.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage1,3,629,630,637.666667,0.158983,364.170667,54.891674,0.523153,1.223337,9036151.666667,4271684.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,630,637.666667,0.158983,388.643333,62.513662,0.547626,1.146304,9036151.666667,4271684.666667
eil101,qlsa-omp,omp,32,8,2000000,3000,0.0001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,630,633.666667,0.158983,731.479000,117.297408,0.890462,0.609045,18562354.000000,8804048.333333
eil101,qlsa-omp,omp,32,8,2000000,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,630,631.333333,0.158983,764.063000,78.807987,0.923046,0.583071,18066086.666667,8533565.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage1,3,629,631,635.000000,0.317965,354.021333,42.025856,0.671986,1.258408,9041770.666667,4270596.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,631,635.000000,0.317965,416.802000,52.849143,0.734767,1.068861,9041770.666667,4270596.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.9,0.05,epsilon-greedy,qlsa-stage1,3,629,631,636.000000,0.317965,427.880667,24.431112,0.745846,1.041186,9028671.000000,4274784.000000
eil101,qlsa-omp,omp,32,8,2000000,300,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,631,634.666667,0.317965,815.634000,127.089793,1.133599,0.546205,13778016.000000,6477196.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.9,0.05,epsilon-greedy,qlsa-stage1,3,629,632,635.666667,0.476948,352.803667,40.123792,0.829751,1.262751,9034299.000000,4270001.333333
eil101,qlsa-omp,omp,32,8,1000000,300,0.0001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,632,636.333333,0.476948,357.379333,49.164172,0.834327,1.246584,5845176.666667,2741284.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage1,3,629,632,636.000000,0.476948,382.165667,32.424979,0.859113,1.165734,9044473.666667,4265606.000000
eil101,qlsa-omp,omp,32,8,1000000,3000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,632,639.333333,0.476948,382.942667,88.613215,0.859890,1.163368,10707674.333333,5082577.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.95,0.1,softmax,qlsa-stage1,3,629,632,637.333333,0.476948,632.088333,9.343693,1.109036,0.704812,9056279.333333,4275225.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.95,0.05,softmax,qlsa-stage1,3,629,632,637.333333,0.476948,643.137333,4.097782,1.120085,0.692703,9056279.333333,4275225.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.95,0.2,softmax,qlsa-stage1,3,629,632,637.333333,0.476948,652.253000,19.637213,1.129201,0.683022,9056279.333333,4275225.000000
eil101,qlsa-omp,omp,32,8,2000000,3000,0.0001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,632,634.000000,0.476948,743.233000,116.293971,1.220181,0.599413,18574043.333333,8802274.666667
eil101,qlsa-omp,omp,32,8,2000000,3000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,632,633.333333,0.476948,753.835000,141.082373,1.230783,0.590983,21412015.000000,10159692.333333
eil101,qlsa-omp,omp,32,8,2000000,300,0.0001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,632,633.000000,0.476948,771.098667,97.595895,1.248046,0.577751,11711162.000000,5474704.000000
eil101,qlsa-omp,omp,32,8,2000000,1000,0.0001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,632,633.666667,0.476948,776.677667,139.875123,1.253625,0.573601,15496289.666667,7320059.666667
eil101,qlsa-omp,omp,32,8,2000000,1000,0.0001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,632,635.666667,0.476948,797.209667,86.563945,1.274157,0.558828,15509559.000000,7317551.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.0001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,633,635.000000,0.635930,337.774333,13.347101,0.973704,1.318938,7755735.333333,3662196.000000
eil101,qlsa-omp,omp,32,8,1000000,3000,0.0001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,633,637.666667,0.635930,352.603333,36.468394,0.988533,1.263469,9288973.333333,4404392.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.1,epsilon-greedy,qlsa-stage1,3,629,633,636.666667,0.635930,376.338333,40.004516,1.012268,1.183784,9026635.333333,4270379.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,3,629,633,636.666667,0.635930,388.326667,59.371008,1.024257,1.147239,9027166.666667,4273433.333333
eil101,qlsa-omp,omp,32,8,1000000,300,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,633,636.666667,0.635930,393.290333,28.949566,1.029220,1.132759,6898937.333333,3240447.666667
eil101,qlsa-omp,omp,32,8,1000000,3000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,633,636.333333,0.635930,398.074667,51.635187,1.034005,1.119145,10714359.333333,5080012.666667
eil101,qlsa-omp,omp,32,8,1000000,300,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,633,634.333333,0.635930,408.902667,36.288882,1.044833,1.089509,6906899.000000,3237722.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.95,0.2,epsilon-greedy,qlsa-stage1,3,629,633,638.333333,0.635930,419.275667,55.103853,1.055206,1.062555,9058836.666667,4263202.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.95,0.1,softmax,qlsa-stage1,3,629,633,637.000000,0.635930,652.978333,15.424677,1.288908,0.682264,9040334.000000,4278188.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.95,0.2,softmax,qlsa-stage1,3,629,633,637.000000,0.635930,654.737000,17.933395,1.290667,0.680431,9040334.000000,4278188.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.95,0.05,softmax,qlsa-stage1,3,629,633,637.000000,0.635930,659.251667,27.632761,1.295182,0.675771,9040334.000000,4278188.000000
eil101,qlsa-omp,omp,32,8,2000000,3000,0.0001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,633,636.666667,0.635930,728.985667,97.929979,1.364916,0.611128,18586709.333333,8797042.666667
eil101,qlsa-omp,omp,32,8,2000000,300,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,633,633.666667,0.635930,731.746667,105.619368,1.367677,0.608822,13786250.333333,6473489.000000
eil101,qlsa-omp,omp,32,8,2000000,300,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,633,633.333333,0.635930,761.880667,66.490118,1.397811,0.584742,13793943.000000,6472805.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.9,0.1,epsilon-greedy,qlsa-stage1,3,629,634,637.333333,0.794913,361.412000,43.634182,1.156325,1.232674,9040572.333333,4267625.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.95,0.2,epsilon-greedy,qlsa-stage1,3,629,634,638.666667,0.794913,364.046000,32.556018,1.158959,1.223756,9052740.666667,4264262.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.2,softmax,qlsa-stage1,3,629,634,638.666667,0.794913,615.189333,7.978805,1.410102,0.724173,9062202.000000,4263566.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.05,softmax,qlsa-stage1,3,629,634,638.666667,0.794913,636.658667,9.023959,1.431571,0.699752,9062202.000000,4263566.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.9,0.2,softmax,qlsa-stage1,3,629,634,635.666667,0.794913,661.378000,21.667677,1.456291,0.673599,9067406.333333,4271680.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.1,softmax,qlsa-stage1,3,629,634,638.666667,0.794913,663.265000,20.311178,1.458178,0.671682,9062202.000000,4263566.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.9,0.05,softmax,qlsa-stage1,3,629,634,635.666667,0.794913,664.819333,23.547203,1.459732,0.670112,9067406.333333,4271680.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.9,0.1,softmax,qlsa-stage1,3,629,634,635.666667,0.794913,675.354333,25.525460,1.470267,0.659659,9067406.333333,4271680.666667
eil101,qlsa-omp,omp,32,8,2000000,300,0.0001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,634,635.000000,0.794913,677.505667,43.748483,1.472418,0.657564,11672444.000000,5478712.000000
eil101,qlsa-omp,omp,32,8,2000000,1000,0.0001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,634,635.333333,0.794913,698.750333,68.845964,1.493663,0.637572,15514622.333333,7315227.666667
eil101,qlsa-omp,omp,32,8,2000000,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,634,636.333333,0.794913,764.975333,93.210030,1.559888,0.582376,18039562.666667,8540351.333333
eil101,qlsa-omp,omp,32,8,2000000,3000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,634,635.333333,0.794913,784.727000,114.214660,1.579640,0.567718,21415476.666667,10156407.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.8,0.2,epsilon-greedy,qlsa-stage1,3,629,635,639.666667,0.953895,370.644667,16.873139,1.324540,1.201969,9055554.333333,4263274.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.2,epsilon-greedy,qlsa-stage1,3,629,635,637.666667,0.953895,376.394000,58.055143,1.330289,1.183609,9047402.000000,4264350.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.95,0.1,epsilon-greedy,qlsa-stage1,3,629,635,638.333333,0.953895,378.938333,73.148984,1.332833,1.175662,9039262.333333,4268592.000000
eil101,qlsa-omp,omp,32,8,1000000,3000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,635,638.333333,0.953895,391.094667,83.582542,1.344990,1.139119,10713738.666667,5082881.666667
eil101,qlsa-omp,omp,32,8,1000000,300,0.0001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,635,640.333333,0.953895,404.009333,74.546097,1.357904,1.102706,5851873.000000,2738905.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.9,0.2,epsilon-greedy,qlsa-stage1,3,629,635,639.333333,0.953895,440.333667,54.951251,1.394229,1.011740,9059690.333333,4260991.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.0001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,636,641.333333,1.112878,379.521667,49.489725,1.492399,1.173855,7754010.333333,3662951.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.8,0.05,epsilon-greedy,qlsa-stage1,3,629,636,638.666667,1.112878,386.033667,30.736844,1.498911,1.154053,9034951.666667,4269447.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.9,0.2,epsilon-greedy,qlsa-stage1,3,629,636,637.333333,1.112878,390.618333,79.353167,1.503496,1.140508,9040017.666667,4265209.000000
eil101,qlsa-omp,omp,32,8,1000000,3000,0.0001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,636,637.000000,1.112878,393.161000,31.123127,1.506039,1.133132,9300313.666667,4402390.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.95,0.1,epsilon-greedy,qlsa-stage1,3,629,636,638.666667,1.112878,401.196333,80.123722,1.514074,1.110437,9042610.666667,4268348.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.2,epsilon-greedy,qlsa-stage1,3,629,636,639.000000,1.112878,405.254333,60.332663,1.518132,1.099318,9049862.000000,4264976.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.95,0.1,softmax,qlsa-stage1,3,629,636,639.333333,1.112878,636.996000,31.893227,1.749874,0.699382,9003285.333333,4264707.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.95,0.05,softmax,qlsa-stage1,3,629,636,639.333333,1.112878,647.600000,4.939847,1.760478,0.687930,9003285.333333,4264707.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.95,0.2,softmax,qlsa-stage1,3,629,636,639.333333,1.112878,667.719000,22.283351,1.780597,0.667202,9003285.333333,4264707.000000
eil101,qlsa-omp,omp,32,8,2000000,3000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage2,3,629,636,637.666667,1.112878,757.064000,42.766762,1.869942,0.588462,21405287.333333,10159478.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.95,0.05,epsilon-greedy,qlsa-stage1,3,629,637,638.666667,1.271860,390.819000,66.345862,1.662679,1.139922,9031588.666667,4273748.666667
eil101,qlsa-omp,omp,32,8,1000000,3000,0.0001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,637,640.333333,1.271860,397.135667,56.627475,1.668996,1.121791,9296850.000000,4403468.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.9,0.1,epsilon-greedy,qlsa-stage1,3,629,637,638.000000,1.271860,399.682667,30.673912,1.671543,1.114643,9034238.000000,4272523.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.1,epsilon-greedy,qlsa-stage1,3,629,637,638.666667,1.271860,399.762667,37.380750,1.671623,1.114420,9041801.333333,4269273.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.95,0.2,epsilon-greedy,qlsa-stage1,3,629,637,640.000000,1.271860,405.963000,56.313636,1.677823,1.097399,9049825.000000,4266620.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.0001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage2,3,629,638,639.666667,1.430843,344.539000,25.883820,1.775382,1.293042,7763416.000000,3659957.666667
eil101,qlsa-omp,omp,32,8,1000000,300,0.0001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage2,3,629,638,641.333333,1.430843,362.267333,59.988355,1.793110,1.229764,5850760.666667,2739637.000000
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.95,0.05,epsilon-greedy,qlsa-stage1,3,629,638,641.333333,1.430843,380.948000,34.272242,1.811791,1.169460,9028992.666667,4274715.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.1,softmax,qlsa-stage1,3,629,638,643.666667,1.430843,640.342000,25.032450,2.071185,0.695727,9137060.333333,4229394.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage1,3,629,638,643.666667,1.430843,659.331333,18.110475,2.090174,0.675690,9137060.333333,4229394.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.05,softmax,qlsa-stage1,3,629,638,643.666667,1.430843,665.294333,13.001941,2.096137,0.669633,9137060.333333,4229394.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.95,0.05,epsilon-greedy,qlsa-stage1,3,629,640,641.666667,1.748808,404.192000,34.933782,2.153000,1.102207,9038436.000000,4271496.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.2,softmax,qlsa-stage1,3,629,640,641.333333,1.748808,657.673000,20.743357,2.406481,0.677393,9033979.666667,4265048.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.05,softmax,qlsa-stage1,3,629,640,641.333333,1.748808,671.146667,13.162340,2.419954,0.663794,9033979.666667,4265048.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.1,softmax,qlsa-stage1,3,629,640,641.333333,1.748808,675.542000,15.201957,2.424350,0.659475,9033979.666667,4265048.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage1,3,629,641,642.000000,1.907790,356.760000,44.363751,2.264550,1.248748,9031715.333333,4272921.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.8,0.1,epsilon-greedy,qlsa-stage1,3,629,641,641.000000,1.907790,373.500333,72.619399,2.281290,1.192779,9039903.333333,4266850.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.9,0.1,softmax,qlsa-stage1,3,629,641,644.000000,1.907790,637.475333,20.562839,2.545265,0.698856,9080277.000000,4229812.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.9,0.05,softmax,qlsa-stage1,3,629,641,644.000000,1.907790,643.177667,11.992253,2.550968,0.692660,9080277.000000,4229812.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.9,0.2,softmax,qlsa-stage1,3,629,641,644.000000,1.907790,694.183333,35.162559,2.601973,0.641766,9080277.000000,4229812.666667
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.8,0.1,softmax,qlsa-stage1,3,629,646,647.000000,2.702703,625.452333,17.699215,3.328155,0.712290,9138971.000000,4229816.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.8,0.05,softmax,qlsa-stage1,3,629,646,647.000000,2.702703,630.602333,21.032190,3.333305,0.706473,9138971.000000,4229816.333333
eil101,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.8,0.2,softmax,qlsa-stage1,3,629,646,647.000000,2.702703,640.360667,33.313282,3.343063,0.695707,9138971.000000,4229816.333333
eil101,sa-omp,omp,32,8,1000000,100,0.001,,,,,sa-grid,3,629,629,635.333333,0.000000,180.150333,2.813366,0.180150,1.286331,4513921.000000,2149953.666667
eil101,sa-omp,omp,32,8,2000000,100,0.001,,,,,sa-grid,3,629,630,632.333333,0.158983,354.375667,2.821515,0.513358,0.653919,9007335.333333,4290076.000000
eil101,sa-omp,omp,32,8,2000000,1000,0.001,,,,,sa-grid,3,629,631,634.333333,0.317965,374.060333,5.402205,0.692025,0.619507,17750038.333333,8532850.333333
eil101,sa-omp,omp,32,8,2000000,100,0.0001,,,,,sa-grid,3,629,632,637.666667,0.476948,356.248667,7.217814,0.833196,0.650481,7524611.333333,3577783.333333
eil101,sa-omp,omp,32,8,2000000,3000,0.0001,,,,,sa-grid,3,629,632,638.000000,0.476948,367.467667,5.816921,0.844415,0.630621,18315699.333333,8814073.000000
eil101,sa-omp,omp,32,8,2000000,3000,1e-05,,,,,sa-grid,3,629,632,634.333333,0.476948,373.452000,3.493561,0.850400,0.620516,16163042.000000,7774820.666667
eil101,sa-omp,omp,32,8,1000000,3000,0.001,,,,,sa-grid,3,629,633,636.666667,0.635930,189.240667,2.261626,0.825171,1.224541,10570634.333333,5089310.333333
eil101,sa-omp,omp,32,8,2000000,1000,1e-05,,,,,sa-grid,3,629,633,634.666667,0.635930,362.611000,10.423868,0.998541,0.639068,13333863.666667,6401849.000000
eil101,sa-omp,omp,32,8,2000000,300,0.0001,,,,,sa-grid,3,629,633,636.333333,0.635930,366.732667,7.783097,1.002663,0.631885,11390668.333333,5453209.666667
eil101,sa-omp,omp,32,8,2000000,1000,0.0001,,,,,sa-grid,3,629,633,635.000000,0.635930,368.374000,10.634549,1.004304,0.629070,15225099.333333,7314861.000000
eil101,sa-omp,omp,32,8,2000000,3000,0.001,,,,,sa-grid,3,629,633,635.333333,0.635930,376.305333,10.654424,1.012235,0.615811,21128853.000000,10173607.333333
eil101,sa-omp,omp,32,8,1000000,100,1e-05,,,,,sa-grid,3,629,634,637.666667,0.794913,178.147000,3.373293,0.973060,1.300797,3232938.000000,1536103.666667
eil101,sa-omp,omp,32,8,2000000,100,1e-05,,,,,sa-grid,3,629,634,636.666667,0.794913,353.842000,3.120120,1.148755,0.654905,6459827.666667,3066020.000000
eil101,sa-omp,omp,32,8,1000000,300,1e-05,,,,,sa-grid,3,629,635,638.333333,0.953895,182.641333,6.285084,1.136536,1.268787,4942625.333333,2364942.333333
eil101,sa-omp,omp,32,8,1000000,1000,0.001,,,,,sa-grid,3,629,635,637.000000,0.953895,188.546333,1.414938,1.142441,1.229051,8878436.333333,4268270.666667
eil101,sa-omp,omp,32,8,2000000,300,0.001,,,,,sa-grid,3,629,635,635.333333,0.953895,362.716667,8.653924,1.316612,0.638882,13455855.333333,6446794.000000
eil101,sa-omp,omp,32,8,1000000,300,0.001,,,,,sa-grid,3,629,636,638.000000,1.112878,203.667667,22.866667,1.316545,1.137800,6730682.333333,3226233.000000
eil101,sa-omp,omp,32,8,1000000,3000,1e-05,,,,,sa-grid,3,629,637,638.666667,1.271860,190.978000,9.296873,1.462838,1.213402,8085591.333333,3890071.666667
eil101,sa-omp,omp,32,8,2000000,300,1e-05,,,,,sa-grid,3,629,637,637.000000,1.271860,354.154667,8.696148,1.626015,0.654327,9875876.000000,4723755.000000
eil101,sa-omp,omp,32,8,1000000,3000,0.0001,,,,,sa-grid,3,629,638,642.000000,1.430843,196.498333,2.716915,1.627341,1.179313,9161880.000000,4410406.333333
eil101,sa-omp,omp,32,8,1000000,100,0.0001,,,,,sa-grid,3,629,639,640.333333,1.589825,174.922000,2.455172,1.764747,1.324779,3766779.333333,1791307.000000
eil101,sa-omp,omp,32,8,1000000,1000,1e-05,,,,,sa-grid,3,629,640,643.000000,1.748808,187.604333,5.162992,1.936412,1.235222,6671187.333333,3202990.000000
eil101,sa-omp,omp,32,8,1000000,300,0.0001,,,,,sa-grid,3,629,640,641.333333,1.748808,189.704667,4.002148,1.938512,1.221546,5698063.666667,2729268.000000
eil101,sa-omp,omp,32,8,1000000,1000,0.0001,,,,,sa-grid,3,629,642,643.000000,2.066773,185.086333,7.322121,2.251859,1.252027,7616235.666667,3658390.333333
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage1,3,538,538,540.000000,0.000000,345.917667,23.950654,0.345918,1.418517,9128685.666667,4284211.000000
eil76,qlsa-omp,omp,32,8,1000000,300,0.0001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage2,3,538,538,539.000000,0.000000,370.734667,39.597265,0.370735,1.323561,5955476.666667,2751770.000000
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage2,3,538,538,542.666667,0.000000,380.721333,42.835807,0.380721,1.288843,9098583.000000,4288266.000000
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage2,3,538,538,540.000000,0.000000,413.883333,30.366103,0.413883,1.185576,9128685.666667,4284211.000000
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage1,3,538,538,542.666667,0.000000,425.163000,20.294713,0.425163,1.154122,9098583.000000,4288266.000000
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage2,3,538,538,543.000000,0.000000,642.692667,14.748534,0.642693,0.763491,9108483.000000,4260940.000000
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage1,3,538,538,543.000000,0.000000,647.974000,12.499178,0.647974,0.757268,9108483.000000,4260940.000000
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.05,softmax,qlsa-stage1,3,538,538,543.000000,0.000000,659.657000,12.081228,0.659657,0.743856,9108483.000000,4260940.000000
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.1,softmax,qlsa-stage1,3,538,538,543.000000,0.000000,667.831000,43.087522,0.667831,0.734752,9108483.000000,4260940.000000
eil76,qlsa-omp,omp,32,8,2000000,300,0.0001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage2,3,538,538,540.666667,0.000000,780.762667,99.041805,0.780763,0.628475,11904380.666667,5499919.666667
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage1,3,538,539,543.333333,0.185874,351.281333,33.411507,0.537155,1.396858,9099738.000000,4288742.666667
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.2,0.9,0.1,epsilon-greedy,qlsa-stage1,3,538,539,542.333333,0.185874,368.959000,66.258866,0.554833,1.329931,9127988.000000,4283432.666667
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.05,0.8,0.1,epsilon-greedy,qlsa-stage1,3,538,539,542.333333,0.185874,376.565667,67.679737,0.562439,1.303066,9106032.666667,4288527.666667
eil76,qlsa-omp,omp,32,8,1000000,300,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage2,3,538,539,541.000000,0.185874,385.932667,31.728078,0.571806,1.271439,7001702.333333,3254091.666667
eil76,qlsa-omp,omp,32,8,1000000,1000,0.0001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage2,3,538,539,544.333333,0.185874,414.666000,15.849108,0.600540,1.183338,7821271.000000,3676627.333333
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.2,softmax,qlsa-stage1,3,538,539,540.000000,0.185874,661.676667,29.360427,0.847550,0.741586,9131454.000000,4285133.333333
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.1,softmax,qlsa-stage1,3,538,539,540.000000,0.185874,677.252667,42.073518,0.863126,0.724530,9131454.000000,4285133.333333
eil76,qlsa-omp,omp,32,8,1000000,1000,0.001,0.1,0.9,0.05,softmax,qlsa-stage1,3,538,539,540.000000,0.185874,679.280333,33.799703,0.865154,0.722367,9131454.000000,4285133.333333
